onetsoccode,Image_Generation_AIOE,Language_Modeling_AIOE
19-1029.01,1.5420123913672112,0.7015095878359815
19-1029.01,1.5420123913672112,0.9073934295794743
19-1029.01,1.5420123913672112,0.5894174316302693
19-1029.02,0.8044403244844999,0.9762549454591493
19-1029.02,0.8044403244844999,0.7015095878359815
19-1029.02,0.8044403244844999,0.9073934295794743
19-1029.02,0.8044403244844999,0.5894174316302693
19-1029.03,1.0259988098260948,0.9762549454591493
19-1029.03,1.0259988098260948,0.7015095878359815
19-1029.03,1.0259988098260948,0.9073934295794743
19-1029.03,1.0259988098260948,0.5894174316302693
19-1029.04,0.8865679490158769,0.9762549454591493
19-1029.04,0.8865679490158769,0.7015095878359815
19-1029.04,0.8865679490158769,0.9073934295794743
19-1029.04,0.8865679490158769,0.5894174316302693
19-1031.00,0.16439326746001384,-0.07025912336193449
19-1031.00,0.16439326746001384,0.041878978347802895
19-1031.00,0.16439326746001384,0.16803551751860785
19-1031.02,0.4698042174694006,-0.07025912336193449
19-1031.02,0.4698042174694006,0.041878978347802895
19-1031.02,0.4698042174694006,0.16803551751860785
19-1031.03,0.010065715898395226,-0.07025912336193449
19-1031.03,0.010065715898395226,0.041878978347802895
19-1031.03,0.010065715898395226,0.16803551751860785
19-1032.00,0.31778771905292985,-0.261258896025667
19-1041.00,1.440020228052409,1.299484094229297
19-1042.00,1.1119204248757295,0.9790924822533037
19-2011.00,1.7975647583165022,0.9496038752711196
19-2012.00,1.6446178654780281,1.0610623178316492
19-2021.00,1.229169466004989,1.1945412413127088
19-2031.00,0.7899084292319535,0.3941282303527899
19-2032.00,1.5933178993802408,0.851317884963432
19-2041.00,1.1390873099493186,0.9437632890507336
19-2041.00,1.1390873099493186,1.3619107508476072
19-2041.00,1.1390873099493186,0.49037567356354933
19-2041.00,1.1390873099493186,1.242729160580902
19-2041.01,1.3291095602452083,0.9437632890507336
19-2041.01,1.3291095602452083,1.3619107508476072
19-2041.01,1.3291095602452083,0.49037567356354933
19-2041.01,1.3291095602452083,1.242729160580902
19-2041.02,0.922593731845827,0.9437632890507336
19-2041.02,0.922593731845827,1.3619107508476072
19-2041.02,0.922593731845827,0.49037567356354933
19-2041.02,0.922593731845827,1.242729160580902
19-2041.03,1.3921172352574784,0.9437632890507336
19-2041.03,1.3921172352574784,1.3619107508476072
19-2041.03,1.3921172352574784,0.49037567356354933
19-2041.03,1.3921172352574784,1.242729160580902
19-2042.00,1.0580245314275654,0.6220751765253054
19-2043.00,0.7738149454851119,0.4813251302174889
19-2099.01,1.4112932468780612,0.8801722840246259
19-3011.00,0.8128340489480443,1.3911795407868124
